NGenes	Direction	PValue	FDR	geneset
7	Up	0.611622058300367	0.803325500413013	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE
15	Down	0.612443832015893	0.803325500413013	KEGG_STARCH_AND_SUCROSE_METABOLISM
28	Up	0.617462706726491	0.803325500413013	KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT
5	Down	0.617466108493697	0.803325500413013	KEGG_OTHER_GLYCAN_DEGRADATION
90	Up	0.620300547284721	0.803325500413013	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
49	Down	0.62150166261909	0.803325500413013	KEGG_ACUTE_MYELOID_LEUKEMIA
21	Down	0.624675746775882	0.803325500413013	KEGG_HEDGEHOG_SIGNALING_PATHWAY
105	Down	0.626321576593197	0.803325500413013	KEGG_CHEMOKINE_SIGNALING_PATHWAY
57	Up	0.640102433848923	0.815094466124168	KEGG_CELL_ADHESION_MOLECULES_CAMS
32	Up	0.654156195664324	0.819612024584916	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION
6	Down	0.656717462579335	0.819612024584916	KEGG_LINOLEIC_ACID_METABOLISM
58	Down	0.657541850231966	0.819612024584916	KEGG_MELANOGENESIS
18	Up	0.663377770416355	0.821006099005138	KEGG_BASAL_CELL_CARCINOMA
78	Up	0.667937165292315	0.821006099005138	KEGG_JAK_STAT_SIGNALING_PATHWAY
5	Down	0.673033790827723	0.821565386044875	KEGG_ALPHA_LINOLENIC_ACID_METABOLISM
10	Up	0.686373134208908	0.829092896863774	KEGG_SPHINGOLIPID_METABOLISM
19	Up	0.688568677056355	0.829092896863774	KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION
52	Up	0.69365993354327	0.829579785386208	KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY
66	Down	0.705941034206368	0.838601094325685	KEGG_GNRH_SIGNALING_PATHWAY
32	Down	0.711020724185071	0.839004454538383	KEGG_NOTCH_SIGNALING_PATHWAY
15	Up	0.746583618074399	0.875134439729594	KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM
57	Up	0.753856979411778	0.877846614183451	KEGG_SMALL_CELL_LUNG_CANCER
63	Down	0.766423425621353	0.885104928466541	KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION
38	Down	0.772755102786694	0.885104928466541	KEGG_P53_SIGNALING_PATHWAY
17	Up	0.77920195216422	0.885104928466541	KEGG_STEROID_HORMONE_BIOSYNTHESIS
80	Down	0.780092479326443	0.885104928466541	KEGG_CELL_CYCLE
57	Down	0.796043007861275	0.892946365253566	KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS
12	Down	0.799053344663023	0.892946365253566	KEGG_ETHER_LIPID_METABOLISM
13	Up	0.802138260312525	0.892946365253566	KEGG_BUTANOATE_METABOLISM
12	Down	0.80852708638832	0.89443308931708	KEGG_ONE_CARBON_POOL_BY_FOLATE
205	Down	0.818135112016211	0.899440464763164	KEGG_PATHWAYS_IN_CANCER
12	Down	0.82465745471797	0.901014626451115	KEGG_BETA_ALANINE_METABOLISM
19	Up	0.839270989353675	0.909181879562454	KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM
48	Down	0.850130224790429	0.909181879562454	KEGG_DILATED_CARDIOMYOPATHY
5	Down	0.853106262353213	0.909181879562454	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE
20	Down	0.853517403160235	0.909181879562454	KEGG_PROPANOATE_METABOLISM
33	Down	0.867705262249575	0.909181879562454	KEGG_HEMATOPOIETIC_CELL_LINEAGE
64	Up	0.867861105627559	0.909181879562454	KEGG_TIGHT_JUNCTION
74	Down	0.868088913254547	0.909181879562454	KEGG_ERBB_SIGNALING_PATHWAY
15	Up	0.883161239042448	0.917406722197741	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY
28	Down	0.886308189241885	0.917406722197741	KEGG_BLADDER_CANCER
48	Down	0.892529303741535	0.918474923036347	KEGG_MELANOMA
15	Down	0.913464721068789	0.934585292654194	KEGG_GLYCEROLIPID_METABOLISM
16	Down	0.929967879936114	0.94600180890053	KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
37	Up	0.962413260825852	0.973412269521004	KEGG_COMPLEMENT_AND_COAGULATION_CASCADES
131	Up	0.984527847706164	0.990121755931767	KEGG_FOCAL_ADHESION
45	Up	0.990347995754361	0.990347995754361	KEGG_ENDOMETRIAL_CANCER
